,actual,predicted,dumb
2228,10.0,10.0,7
2229,9.0,9.0,7
2230,9.0,10.0,7
2231,10.0,10.0,7
2232,10.0,9.0,7
2233,10.0,9.0,7
2234,10.0,9.0,7
2235,0.0,2.0,7
2236,10.0,9.0,7
2237,10.0,9.0,7
2238,3.0,2.0,7
2239,10.0,9.0,7
2240,9.0,9.0,7
2241,9.0,9.0,7
2242,10.0,9.0,7
2243,10.0,10.0,7
2244,10.0,9.0,7
2245,10.0,9.0,7
2246,10.0,9.0,7
2247,7.0,10.0,7
2248,10.0,9.0,7
2249,8.0,9.0,7
2250,9.0,9.0,7
2251,0.0,1.0,7
2252,10.0,9.0,7
2253,9.0,9.0,7
2254,5.0,1.0,7
2255,9.0,6.0,7
2256,0.0,1.0,7
2257,8.0,9.0,7
2258,10.0,10.0,7
2259,9.0,9.0,7
2260,10.0,9.0,7
2261,9.0,9.0,7
2262,10.0,8.0,7
2263,8.0,9.0,7
2264,3.0,2.0,7
2265,10.0,9.0,7
2266,6.0,9.0,7
2267,10.0,9.0,7
2268,10.0,9.0,7
2269,10.0,9.0,7
2270,4.0,1.0,7
2271,3.0,1.0,7
2272,10.0,9.0,7
2273,9.0,10.0,7
2274,0.0,2.0,7
2275,1.0,1.0,7
2276,9.0,9.0,7
2277,9.0,9.0,7
2278,4.0,4.0,7
2279,10.0,9.0,7
2280,6.0,9.0,7
2281,10.0,9.0,7
2282,0.0,1.0,7
2283,8.0,9.0,7
2284,7.0,9.0,7
2285,10.0,9.0,7
2286,10.0,9.0,7
2287,10.0,9.0,7
2288,9.0,9.0,7
2289,10.0,9.0,7
2290,0.0,2.0,7
2291,10.0,9.0,7
2292,4.0,1.0,7
2293,10.0,9.0,7
2294,5.0,2.0,7
2295,8.0,9.0,7
2296,9.0,9.0,7
2297,9.0,9.0,7
2298,10.0,9.0,7
2299,9.0,9.0,7
2300,9.0,9.0,7
2301,8.0,10.0,7
2302,10.0,7.0,7
2303,1.0,2.0,7
2304,10.0,9.0,7
2305,10.0,10.0,7
2306,8.0,10.0,7
2307,2.0,2.0,7
2308,9.0,10.0,7
2309,0.0,1.0,7
2310,2.0,1.0,7
2311,10.0,9.0,7
2312,9.0,9.0,7
2313,9.0,9.0,7
2314,0.0,3.0,7
2315,9.0,9.0,7
2316,9.0,9.0,7
2317,0.0,5.0,7
2318,10.0,9.0,7
2319,3.0,2.0,7
2320,0.0,3.0,7
2321,8.0,10.0,7
2322,10.0,9.0,7
2323,8.0,9.0,7
2324,10.0,9.0,7
2325,10.0,6.0,7
2326,10.0,9.0,7
2327,0.0,2.0,7
2328,10.0,9.0,7
2329,8.0,9.0,7
2330,9.0,9.0,7
2331,0.0,1.0,7
2332,2.0,3.0,7
2333,10.0,9.0,7
2334,10.0,9.0,7
2335,7.0,10.0,7
2336,9.0,9.0,7
2337,9.0,9.0,7
2338,10.0,9.0,7
2339,9.0,9.0,7
2340,9.0,9.0,7
2341,8.0,9.0,7
2342,10.0,9.0,7
2343,9.0,9.0,7
2344,10.0,9.0,7
2345,3.0,2.0,7
2346,10.0,10.0,7
2347,10.0,9.0,7
2348,10.0,10.0,7
2349,10.0,9.0,7
2350,8.0,10.0,7
2351,10.0,9.0,7
2352,9.0,9.0,7
2353,5.0,2.0,7
2354,4.0,2.0,7
2355,0.0,2.0,7
2356,5.0,1.0,7
2357,10.0,9.0,7
2358,9.0,9.0,7
2359,1.0,2.0,7
2360,5.0,2.0,7
2361,10.0,10.0,7
2362,1.0,1.0,7
2363,0.0,3.0,7
2364,10.0,9.0,7
2365,0.0,1.0,7
2366,9.0,9.0,7
2367,10.0,9.0,7
2368,10.0,9.0,7
2369,9.0,9.0,7
2370,10.0,9.0,7
2371,8.0,9.0,7
2372,5.0,1.0,7
2373,10.0,9.0,7
2374,10.0,9.0,7
2375,5.0,2.0,7
2376,8.0,8.0,7
2377,9.0,9.0,7
2378,8.0,9.0,7
2379,3.0,2.0,7
2380,10.0,10.0,7
2381,9.0,10.0,7
2382,9.0,8.0,7
2383,10.0,10.0,7
2384,10.0,9.0,7
2385,9.0,9.0,7
2386,10.0,9.0,7
2387,1.0,1.0,7
2388,9.0,9.0,7
2389,9.0,9.0,7
2390,10.0,10.0,7
2391,8.0,9.0,7
2392,9.0,9.0,7
2393,10.0,10.0,7
2394,10.0,9.0,7
2395,10.0,9.0,7
2396,8.0,10.0,7
2397,2.0,6.0,7
2398,0.0,3.0,7
2399,10.0,9.0,7
2400,10.0,9.0,7
2401,9.0,9.0,7
2402,10.0,9.0,7
2403,5.0,2.0,7
2404,9.0,9.0,7
2405,2.0,2.0,7
2406,9.0,9.0,7
2407,0.0,2.0,7
2408,9.0,9.0,7
2409,10.0,10.0,7
2410,10.0,9.0,7
2411,0.0,2.0,7
2412,10.0,9.0,7
2413,10.0,9.0,7
2414,10.0,9.0,7
2415,8.0,9.0,7
2416,10.0,9.0,7
2417,10.0,9.0,7
2418,9.0,9.0,7
2419,10.0,9.0,7
2420,10.0,9.0,7
2421,4.0,2.0,7
2422,10.0,10.0,7
2423,5.0,2.0,7
2424,9.0,9.0,7
2425,10.0,9.0,7
2426,3.0,2.0,7
2427,7.0,9.0,7
2428,10.0,9.0,7
2429,0.0,2.0,7
2430,9.0,9.0,7
2431,10.0,9.0,7
2432,9.0,9.0,7
2433,10.0,9.0,7
2434,8.0,9.0,7
2435,10.0,9.0,7
2436,10.0,9.0,7
2437,10.0,9.0,7
2438,8.0,9.0,7
2439,9.0,9.0,7
2440,10.0,9.0,7
2441,0.0,2.0,7
2442,10.0,9.0,7
2443,9.0,9.0,7
